,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2,local-sections-A
395,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[-8, 2, 2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
396,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
397,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,2,6,"[-8, 4]",-11,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
398,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
399,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[6, -8, 2, -4]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -2, 0, -2]","[[3, 2, 0, 4], [2, -4, 0, 0], [0, 0, -1, 2], [4, 0, 2, -4]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",89,-64,55,"[[7, 0], 'NA', [3, 0], 'NA']"
400,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
401,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
402,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
403,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[-8, 2, 2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
404,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
405,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,2,6,"[-8, 4]",-11,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
406,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
407,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[4, -8, 2, -2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[1, -2, 0, 0]","[[6, 2, 1, 1], [2, -4, 0, 0], [1, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 1, 2, 2], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",77,-16,54,"[[4, 0], 'NA', [3, 0], [0, 1]]"
408,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
409,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",4,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
410,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
411,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-8, 2, 2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
412,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
413,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,2,6,"[-8, 4]",-11,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
414,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
415,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,2,6,"[2, -8, 4, -2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -2, -2, 0]","[[3, 2, 4, 0], [2, -4, 0, 0], [4, 0, -4, 2], [0, 0, 2, -1]]","[[0, 0, 0, 2, 1, 2], [0, 0, 0, 0, 0, 2], [0, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",90,-64,55,"[[3, 0], 'NA', 'NA', [0, 1]]"
416,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
417,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
418,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
419,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[-8, 2, 2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
420,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
421,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,2,6,"[-8, 4]",-11,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
422,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
423,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[4, -8, 2, -2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[1, -2, 0, 0]","[[6, 2, 1, 1], [2, -4, 0, 0], [1, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 1, 2, 2], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",77,-16,54,"[[4, 0], 'NA', [3, 0], [0, 1]]"
424,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
425,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
426,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
427,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[-8, 2, 2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
428,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
429,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,2,6,"[-8, 4]",-11,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
430,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
431,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,2,6,"[0, 4, -8, 2, -2]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, -2, 0, 0]","[[0, 2, 0, 0, 0], [2, 2, 2, 1, 1], [0, 2, -4, 0, 0], [0, 1, 0, -1, 1], [0, 1, 0, 1, -1]]","[[0, 0, 0, 0, 1, 1], [0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",116,0,36,"[[1, 0], [5, 0], 'NA', [3, 0], [0, 1]]"
432,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
433,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
434,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
435,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[-8, 2, 2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
436,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
437,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[0, 4, -8]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-1, 0, -2]","[[0, 4, 0], [4, 2, 2], [0, 2, -4]]","[[0, 0, 0, 0, 2, 2], [0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 2]]",28,64,53,"[[2, 0], [5, 0], 'NA']"
438,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
439,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[4, -8, 2, -2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[1, -2, 0, 0]","[[6, 2, 1, 1], [2, -4, 0, 0], [1, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 1, 2, 2], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",77,-16,54,"[[4, 0], 'NA', [3, 0], [0, 1]]"
440,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[4, 0, -8]",-4,0,False,3,"[True, True, True]","[True, True, True]","[1, 0, -2]","[[6, 2, 2], [2, 0, 0], [2, 0, -4]]","[[0, 0, 1, 1, 2, 2], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 2]]",11,16,34,"[[4, 0], [1, 0], 'NA']"
441,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
442,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
443,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[-8, 2, 2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
444,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
445,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,2,6,"[-8, 4]",-11,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
446,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
447,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[4, -8, 4, -4]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -2, -2, -2]","[[2, 2, 2, 2], [2, -4, 0, 0], [2, 0, -4, 4], [2, 0, 4, -4]]","[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 2], [0, 2, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",100,-256,50,"[[5, 0], 'NA', 'NA', 'NA']"
448,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
449,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
450,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
451,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,2,6,"[-8, 2, 2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
452,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
453,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,2,6,"[-8, 4]",-11,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
